LocationName,Latitude,Longitude,Context,Sentiment,Confidence
Frisco,33.1496718,-96.835567,But one night we suddenly went mad together again; we went to see Slim Gaillard in a little Frisco nightclub.,neutral,80.7%
Frisco,33.1496718,-96.835567,"In Frisco great eager crowds of young semi-intellectuals sat at his feet and listened to him on the piano, guitar, and bongo drums.",neutral,76.1%
California,36.778261,-119.4179324,Dean once had a dream that he was having a baby and his belly was all bloated up blue as he lay on the grass of a California hospital.,neutral,92.6%
Frisco,33.1496718,-96.835567,"Lampshade is a big colored guy who comes into musical Frisco saloons with coat, hat, and scarf and jumps on the bandstand and starts singing; the veins pop in his forehead; he heaves back and blows a big foghorn blues out of every muscle in his soul.",neutral,100.0%
Frisco,33.1496718,-96.835567,Everybody in Frisco blew. It was the end of the continent; they didn’t give a damn.,neutral,83.8%
San Francisco,37.7749295,-122.4194155,Dean and I goofed around San Francisco in this manner until I got my next GI check and got ready to go back home.,neutral,89.4%
Frisco,33.1496718,-96.835567,What I accomplished by coming to Frisco I don’t know. Camille wanted me to leave; Dean didn’t care one way or the other.,neutral,71.1%
Dakota,,,I bought a loaf of bread and meats and made myself ten sandwiches to cross the country with again; they were all going to go rotten on me by the time I got to Dakota.,neutral,90.4%
Richmond,37.5407246,-77.4360481,"The last night Dean went mad and found Marylou somewhere downtown and we got in the car and drove all over Richmond across the bay, hitting Negro jazz shacks in the oil flats.",neutral,90.9%
New York,40.7127753,-74.0059728,At dawn I got my New York bus and said good-by to Dean and Marylou.,neutral,100.0%
Denver,39.7392358,-104.990251,"In the spring of 1949 I had a few dollars saved from my GI education checks and I went to Denver, thinking of settling down there.",neutral,88.7%
Middle America,,,"I saw myself in Middle America, a patriarch. I was lonesome.",neutral,73.7%
Montana,46.8796822,-110.3625658,Either you find someone who looks like your father in places like Montana or you look for a friend’s father where he is no more.,neutral,74.5%
Denver,39.7392358,-104.990251,"At lilac evening I walked with every muscle aching among the lights of 27th and Welton in the Denver colored section, wishing I were a Negro, feeling that the best the white world had offered  was not enough ecstasy for me, not enough life, joy, kicks, darkness, music, not enough night.",neutral,68.3%
Denver,39.7392358,-104.990251,"I wished I were a Denver Mexican, or even a poor overworked Jap, anything but what I was so drearily, a “white man” disillusioned.",neutral,73.1%
the San Joaquin Valley,37.9832553,-121.8677352,All my life I’d had white ambitions; that was why I’d abandoned a good woman like Terry in the San Joaquin Valley.,neutral,68.2%
America,38.7945952,-106.5348379,"I was only myself, Sal Paradise, sad, strolling in this violet dark, this unbearably sweet night, wishing I could exchange worlds with the happy, true-hearted, ecstatic Negroes of America.",neutral,52.2%
Denver,39.7392358,-104.990251,"Down in Denver, down in Denver All I did was die Across the street Negro families sat on their front steps, talking and looking up at the starry night through the trees and just relaxing in the softness and sometimes watching the game.",neutral,84.9%
Frisco,33.1496718,-96.835567,"In the morning she pulled a hundred-dollar bill out of her silk stocking and said, “You’ve been talking of a trip to Frisco; that being the case, take this and go and have your fun.”",neutral,100.0%
Frisco,33.1496718,-96.835567,So all my problems were solved and I got a travel-bureau car for eleven dollars’ gas-fare to Frisco and zoomed over the land.,neutral,79.0%
Berthoud Pass,39.7983203,-105.7777849,"We went over Berthoud Pass, down to the great plateau, Tabernash, Troublesome, Kremmling; down Rabbit Ears Pass to Steamboat Springs, and out; fifty miles of dusty detour; then Craig and the Great American Desert.",neutral,72.9%
Tabernash,39.9935977,-105.8430661,"We went over Berthoud Pass, down to the great plateau, Tabernash, Troublesome, Kremmling; down Rabbit Ears Pass to Steamboat Springs, and out; fifty miles of dusty detour; then Craig and the Great American Desert.",neutral,72.9%
Troublesome,,,"We went over Berthoud Pass, down to the great plateau, Tabernash, Troublesome, Kremmling; down Rabbit Ears Pass to Steamboat Springs, and out; fifty miles of dusty detour; then Craig and the Great American Desert.",neutral,72.9%
Kremmling,40.0588744,-106.3889199,"We went over Berthoud Pass, down to the great plateau, Tabernash, Troublesome, Kremmling; down Rabbit Ears Pass to Steamboat Springs, and out; fifty miles of dusty detour; then Craig and the Great American Desert.",neutral,72.9%
Rabbit Ears Pass,40.3847035,-106.6117067,"We went over Berthoud Pass, down to the great plateau, Tabernash, Troublesome, Kremmling; down Rabbit Ears Pass to Steamboat Springs, and out; fifty miles of dusty detour; then Craig and the Great American Desert.",neutral,72.9%
Steamboat Springs,40.4849769,-106.8317158,"We went over Berthoud Pass, down to the great plateau, Tabernash, Troublesome, Kremmling; down Rabbit Ears Pass to Steamboat Springs, and out; fifty miles of dusty detour; then Craig and the Great American Desert.",neutral,72.9%
the Great American Desert,,,"We went over Berthoud Pass, down to the great plateau, Tabernash, Troublesome, Kremmling; down Rabbit Ears Pass to Steamboat Springs, and out; fifty miles of dusty detour; then Craig and the Great American Desert.",neutral,72.9%
Colorado,39.5500507,-105.7820674,"As we crossed the Colorado-Utah border I saw God in the sky in the form of huge gold sunburning clouds above the desert that seemed to point a finger at me and say, “Pass here and go on, you’re on the road to heaven.”",neutral,90.1%
Nevada,38.8026097,-116.419389,"Ah well, alackaday, I was more interested in some old rotted covered wagons and pool tables sitting in the Nevada desert near a Coca-Cola stand and where there were huts with the weatherbeaten signs still flapping in the haunted shrouded desert wind, saying, “Rattlesnake Bill lived here” or “Brokenmouth Annie holed up here for years.”",neutral,85.9%
Salt Lake City,40.7605601,-111.8881397,"In Salt Lake City the pimps checked on their girls and we drove on. Before I knew it, once again I was seeing the fabled city of San Francisco stretched  on the bay in the middle of the night.",neutral,100.0%
San Francisco,37.7749295,-122.4194155,"Before I knew it, once again I was seeing the fabled city of San Francisco stretched  on the bay in the middle of the night.",neutral,100.0%
Russian Hill,37.8001413,-122.4192681,"It was a two-story crooked, rickety wooden cottage in the middle of  tenements, right on top of Russian Hill with a view of the bay; it had four rooms, three upstairs and one immense sort of basement kitchen downstairs.",neutral,95.2%
Texas,31.9685988,-99.9018131,In back of the kitchen was a storage room where Dean’s old shoes still were caked an inch thick with Texas mud from the night the Hudson got stuck on the Brazos River.,neutral,93.9%
Hudson,,,In back of the kitchen was a storage room where Dean’s old shoes still were caked an inch thick with Texas mud from the night the Hudson got stuck on the Brazos River.,neutral,93.9%
the Brazos River,31.24734368434618,-97.69402686531495,In back of the kitchen was a storage room where Dean’s old shoes still were caked an inch thick with Texas mud from the night the Hudson got stuck on the Brazos River.,neutral,93.9%
Hudson,,,Of course the Hudson was gone; Dean hadn’t been able to make fur ther payments on it.,neutral,100.0%
Frisco,33.1496718,-96.835567,"After my last leaving of Frisco he had gone crazy over Marylou again and spent months haunting her apartment on Divisadero, where every night she had a different sailor in and he peeked down through her mail-slot and could see her bed.",neutral,89.7%
Frisco,33.1496718,-96.835567,"I ran to Ed Dunkel; he’s back in Frisco with Galatea; I asked him about a guy we know has a gun, I went to the guy, I got the gun, I ran to Marylou, I looked down the mail-slot, she was sleeping with a guy, had to retreat and hesitate, came back in an hour, I barged in, she was alone—and I gave her the gun and told her to kill me.",neutral,78.0%
San Quentin,37.9413246,-122.484704,"She finally married a used-car dealer, dumb bastit has promised to kill me if he finds me, if necessary I shall have to defend myself and kill him and I’ll go to San Quentin, ‘cause, Sal, one more rap of any kind and I go to San Quentin for life—that’s the end of me.",neutral,71.2%
Mill City,44.7540106,-122.4781385,Johnson agreed to drive us to Mill City to look for Remi Boncœur. Camille came in from work at the doctor’s office and gave us all the sad look of a harassed woman’s life.,neutral,77.5%
Russian Hill,37.8001413,-122.4192681,"I rushed out to look for a bar; I walked uphill and downhill in a vicinity of four blocks on Russian Hill and found nothing but laundromats, cleaners, soda fountains, beauty parlors.",neutral,79.6%
USA,38.7945952,-106.5348379,"Then he got his suitcase, the beatest suitcase in the USA. It was made of paper with designs on it to make it look like leather, and hinges of some kind pasted On.",neutral,84.0%
America,38.7945952,-106.5348379,"Poor, poor Dean—the devil himself had never fallen farther; in idiocy, with infected thumb, surrounded by the battered suitcases of his motherless feverish life across America and back numberless times, an undone bird.",neutral,63.8%
New York,40.7127753,-74.0059728,"“Let’s walk to New York,” he said, “and as we do so let’s take stock of everything along the way—yass.”",neutral,100.0%
New York,40.7127753,-74.0059728,"“I have here,” I said, “the sum of eighty-three dollars and change, and if you come with me let’s go to New York—and after that let’s go to Italy.”",neutral,100.0%
Italy,,,"“I have here,” I said, “the sum of eighty-three dollars and change, and if you come with me let’s go to New York—and after that let’s go to Italy.”",neutral,100.0%
Italy,,,“Italy?” he said. His eyes lit up.,neutral,100.0%
Italy,,,"“Italy, yass—how shall we get there, dear Sal?” ",neutral,72.9%
Rome,,,"We’ll go dig all the crazy women in Rome, Paris, all those places; we’ll sit at sidewalk cafés; we’ll live in whorehouses.",neutral,79.1%
Paris,,,"We’ll go dig all the crazy women in Rome, Paris, all those places; we’ll sit at sidewalk cafés; we’ll live in whorehouses.",neutral,79.1%
